long,lat
170.53266,-45.848
170.53272,-45.84804
170.53289,-45.84818
170.53306,-45.84831
170.53324,-45.84844
170.53342,-45.84858
170.53351,-45.84865
170.53359,-45.84871
170.53377,-45.84884
170.53394,-45.84897
170.53412,-45.8491
170.5343,-45.84923
170.53448,-45.84936
170.53465,-45.84949
170.53483,-45.84962
170.53501,-45.84976
170.53518,-45.84989
170.53536,-45.85002
170.53546,-45.8501
170.53553,-45.85015
170.53571,-45.85028
170.53589,-45.85041
